conf_threshold,precision,recall,f1,fp_per_image,mean_iou,recall_small,recall_medium,recall_large,map50,map5095
0.05,0.3145956607495069,0.9508196721311475,0.4727676917376807,2.0562130177514795,0.8793779145400726,0.9356223175965666,0.9417040358744395,0.9767441860465116,0.9397924542427063,0.726156746596098
0.1,0.3209255533199195,0.9508196721311475,0.47987965400526505,1.9970414201183433,0.8793779145400726,0.9356223175965666,0.9417040358744395,0.9767441860465116,0.9397924542427063,0.726156746596098
0.15,0.3538546866333888,0.9508196721311475,0.5157639450282944,1.7233727810650887,0.8793779145400726,0.9356223175965666,0.9417040358744395,0.9767441860465116,0.9397924542427063,0.726156746596098
0.2,0.43668720054757015,0.9508196721311475,0.5984990619136961,1.217455621301775,0.8793779145400726,0.9356223175965666,0.9417040358744395,0.9767441860465116,0.9397924542427063,0.726156746596098
0.25,0.5523560209424084,0.9433681073025335,0.6967528893780959,0.7588757396449705,0.8808315522486188,0.9184549356223176,0.9372197309417041,0.9767441860465116,0.9397924542427063,0.726156746596098
0.3,0.6851851851851852,0.9374068554396423,0.7916928886091882,0.4275147928994083,0.8820810200489572,0.9055793991416309,0.9327354260089686,0.9767441860465116,0.9397924542427063,0.726156746596098
0.35,0.7885350318471338,0.9225037257824144,0.8502747252747253,0.2455621301775148,0.8834357174032147,0.8884120171673819,0.9147982062780269,0.9674418604651163,0.9397924542427063,0.726156746596098
0.4,0.8461538461538461,0.9180327868852459,0.8806290207290922,0.16568047337278108,0.8843013245564002,0.8798283261802575,0.9147982062780269,0.9627906976744186,0.9397924542427063,0.726156746596098
0.45,0.8992592592592593,0.9046199701937406,0.9019316493313522,0.10059171597633136,0.8857453514559461,0.8583690987124464,0.9103139013452914,0.9488372093023256,0.9397924542427063,0.726156746596098
0.5,0.9391575663026521,0.8971684053651267,0.9176829268292683,0.057692307692307696,0.8864569214491353,0.8412017167381974,0.9103139013452914,0.9441860465116279,0.9397924542427063,0.726156746596098
0.55,0.9626623376623377,0.8837555886736215,0.9215229215229215,0.034023668639053255,0.8885281416658205,0.8240343347639485,0.8923766816143498,0.9395348837209302,0.9397924542427063,0.726156746596098
0.6,0.9713804713804713,0.8599105812220567,0.9122529644268775,0.02514792899408284,0.8916364152055473,0.776824034334764,0.8789237668161435,0.9302325581395349,0.9397924542427063,0.726156746596098
0.65,0.9767857142857143,0.8152011922503726,0.8887083671811535,0.019230769230769232,0.8956081753892916,0.6695278969957081,0.8565022421524664,0.9302325581395349,0.9397924542427063,0.726156746596098
0.7,0.9881889763779528,0.7481371087928465,0.8515691263782866,0.008875739644970414,0.9006415865573275,0.5450643776824035,0.8116591928251121,0.9023255813953488,0.9397924542427063,0.726156746596098
0.75,0.9976470588235294,0.6318926974664679,0.7737226277372262,0.0014792899408284023,0.9084828952854535,0.33047210300429186,0.7488789237668162,0.8372093023255814,0.9397924542427063,0.726156746596098
0.8,0.9969788519637462,0.4918032786885246,0.6586826347305389,0.0014792899408284023,0.9143578597993561,0.1630901287553648,0.6098654708520179,0.7255813953488373,0.9397924542427063,0.726156746596098
0.85,0.9956140350877193,0.338301043219076,0.5050055617352615,0.0014792899408284023,0.9240453600358333,0.04721030042918455,0.37668161434977576,0.6139534883720931,0.9397924542427063,0.726156746596098
0.9,0.9928057553956835,0.20566318926974664,0.34074074074074073,0.0014792899408284023,0.9335779444031094,0.012875536480686695,0.13452914798206278,0.4883720930232558,0.9397924542427063,0.726156746596098
0.95,1.0,0.09985096870342772,0.18157181571815717,0.0,0.9407383114544313,0.0,0.02242152466367713,0.28837209302325584,0.9397924542427063,0.726156746596098
