conf_threshold,precision,recall,f1,fp_per_image,mean_iou,recall_small,recall_medium,recall_large,map50,map5095
0.05,0.3071992110453649,0.9284649776453056,0.46165246387550946,2.078402366863905,0.8571510069060287,0.871244635193133,0.9417040358744395,0.9767441860465116,0.9055469632148743,0.6358686819672584
0.1,0.30856859831599803,0.9284649776453056,0.46319702602230484,2.06508875739645,0.8571510069060287,0.871244635193133,0.9417040358744395,0.9767441860465116,0.9055469632148743,0.6358686819672584
0.15,0.3270341207349081,0.9284649776453056,0.483695652173913,1.8964497041420119,0.8571510069060287,0.871244635193133,0.9417040358744395,0.9767441860465116,0.9055469632148743,0.6358686819672584
0.2,0.3655091230135374,0.9254843517138599,0.5240506329113924,1.5946745562130178,0.8574250351979537,0.871244635193133,0.9372197309417041,0.9720930232558139,0.9055469632148743,0.6358686819672584
0.25,0.43015983321751217,0.9225037257824144,0.5867298578199052,1.21301775147929,0.8579051502301736,0.8669527896995708,0.9372197309417041,0.9674418604651163,0.9055469632148743,0.6358686819672584
0.3,0.566420664206642,0.9150521609538003,0.6997150997150997,0.6952662721893491,0.8588592415912144,0.8497854077253219,0.9327354260089686,0.9674418604651163,0.9055469632148743,0.6358686819672584
0.35,0.7578419071518193,0.9001490312965723,0.8228882833787465,0.28550295857988167,0.861496507825441,0.8326180257510729,0.9237668161434978,0.9488372093023256,0.9055469632148743,0.6358686819672584
0.4,0.8679245283018868,0.8912071535022354,0.8794117647058824,0.1346153846153846,0.8615973001738456,0.8197424892703863,0.9147982062780269,0.9441860465116279,0.9055469632148743,0.6358686819672584
0.45,0.9222222222222223,0.8658718330849479,0.8931591083781708,0.07248520710059171,0.8645640572664455,0.776824034334764,0.8923766816143498,0.9348837209302325,0.9055469632148743,0.6358686819672584
0.5,0.9478114478114478,0.8390461997019374,0.8901185770750989,0.04585798816568047,0.8665887848945536,0.7296137339055794,0.874439461883408,0.9209302325581395,0.9055469632148743,0.6358686819672584
0.55,0.9607142857142857,0.8017883755588674,0.8740861088545898,0.03254437869822485,0.8683255006832704,0.6738197424892703,0.8385650224215246,0.9023255813953488,0.9055469632148743,0.6358686819672584
0.6,0.9781746031746031,0.7347242921013413,0.8391489361702127,0.016272189349112426,0.8755631128866339,0.5579399141630901,0.7937219730941704,0.8651162790697674,0.9055469632148743,0.6358686819672584
0.65,0.9847826086956522,0.6751117734724292,0.8010610079575597,0.010355029585798817,0.8800103115719675,0.4678111587982833,0.7399103139013453,0.8325581395348837,0.9055469632148743,0.6358686819672584
0.7,0.9868766404199475,0.5603576751117735,0.7148288973384032,0.0073964497041420114,0.8825744615590319,0.38626609442060084,0.5426008968609866,0.7674418604651163,0.9055469632148743,0.6358686819672584
0.75,0.996268656716418,0.3979135618479881,0.5686900958466454,0.0014792899408284023,0.8931979666488448,0.2532188841201717,0.336322869955157,0.6186046511627907,0.9055469632148743,0.6358686819672584
0.8,1.0,0.2533532041728763,0.4042806183115339,0.0,0.9031731805380653,0.12017167381974249,0.14798206278026907,0.5069767441860465,0.9055469632148743,0.6358686819672584
0.85,1.0,0.12071535022354694,0.2154255319148936,0.0,0.9300425243966374,0.034334763948497854,0.03139013452914798,0.30697674418604654,0.9055469632148743,0.6358686819672584
0.9,1.0,0.03576751117734724,0.06906474820143885,0.0,0.9414402469992638,0.0,0.0,0.11162790697674418,0.9055469632148743,0.6358686819672584
0.95,1.0,0.004470938897168405,0.008902077151335312,0.0,0.9077936410903931,0.0,0.0,0.013953488372093023,0.9055469632148743,0.6358686819672584
