image,n_gt,n_pred,tp,fp,fn,pre_ms,infer_ms,post_ms
eliza_ball_line_50059.png,1,8,1,7,0,11.430,13.431,0.888
max_ball_bottom0261.png,1,8,1,7,0,13.574,14.374,0.939
robby_rc16_ball0601.png,1,8,1,7,0,9.815,13.491,0.847
robby_ball_far0573.png,1,8,1,7,0,9.940,13.479,0.882
eliza_ball_line_50023.png,1,8,1,7,0,10.891,13.414,0.863
len_goalie0447.png,1,8,1,7,0,14.293,13.602,1.026
IMG_20260512_222941~2.jpg,1,8,1,7,0,4.396,13.620,0.880
pip_ball_bottom0229.png,1,8,1,7,0,11.957,13.634,0.867
eliza_ball_01070128.png,1,8,1,7,0,13.454,13.974,0.841
alfie_lm_ball_line0163.png,1,8,1,7,0,18.323,14.205,0.844
IMG_20260512_222411~3.jpg,1,8,1,7,0,4.454,15.865,0.899
IMG_20260512_223334~2.jpg,1,8,0,8,1,4.429,13.841,1.251
oisin_ball_robot0421.png,3,8,3,5,0,9.974,14.293,1.004
max_ball_feet0141.png,1,8,1,7,0,14.107,15.065,0.861
oisin_ball_robot0251.png,2,8,1,7,1,11.224,15.514,1.372
IMG_20260512_222436~2.jpg,2,8,1,7,1,7.141,14.883,1.322
pip_ball_bottom0461.png,1,8,1,7,0,20.187,34.222,1.418
robby_rc16_ball20493.png,1,8,1,7,0,16.244,22.456,1.291
IMG_20260512_223321.jpg,2,8,2,6,0,7.186,16.212,1.302
eliza_ball_line_30199.png,2,8,2,6,0,17.158,21.479,1.356
oisin_ball_robot0681.png,1,8,1,7,0,15.592,14.199,0.843
max_ball_feet0298.png,1,8,1,7,0,14.195,13.805,0.852
IMG_20260512_222613.jpg,0,8,0,8,0,4.698,14.639,0.870
IMG_20260512_223349.jpg,1,8,1,7,0,4.565,11.441,0.833
IMG_20260512_222111.jpg,2,8,2,6,0,4.794,10.478,0.831
robby_rc16_ball20491.png,1,8,1,7,0,10.826,10.557,0.844
pip_ball_bottom0219.png,1,8,1,7,0,11.915,10.796,0.867
IMG_20260512_223025~2.jpg,1,8,1,7,0,4.433,10.652,0.839
eliza_ball_line_10027.png,1,8,1,7,0,12.991,10.598,1.043
eobr994.png,1,8,1,7,0,9.034,10.834,0.901
max_ball_moving0159.png,1,8,1,7,0,10.871,12.414,1.388
oisin_ball_robot0461.png,1,8,1,7,0,10.594,11.602,0.877
pip_ball_bottom0383.png,1,8,1,7,0,13.780,10.484,0.895
IMG_20260512_222934~2.jpg,1,8,1,7,0,4.659,10.606,0.840
alfie_lm_ball_line0507.png,1,8,1,7,0,9.647,10.519,0.840
eliza_ball_01070359.png,1,8,1,7,0,13.662,10.402,0.837
eobr377.png,0,8,0,8,0,9.103,10.346,0.820
IMG_20260512_222422~2.jpg,1,8,1,7,0,4.450,10.366,0.808
IMG_20260512_223332~2.jpg,1,8,1,7,0,4.423,10.323,0.839
IMG_20260512_222507~3.jpg,1,8,1,7,0,4.545,10.419,0.845
bs4-148.png,1,8,1,7,0,9.070,13.473,0.938
eobr200.png,0,8,0,8,0,9.353,13.393,0.889
mA355.png,0,8,0,8,0,9.293,13.103,0.869
eobr525.png,0,8,0,8,0,9.198,10.646,0.874
alfie_lm_ball_line0483.png,1,8,1,7,0,10.071,10.385,0.846
robby_ball_far0395.png,1,8,1,7,0,10.197,10.693,0.900
oisin_ball_robot0736.png,1,8,1,7,0,10.297,10.651,0.851
IMG_20260512_222950~2.jpg,1,8,1,7,0,4.352,10.656,0.819
len_goalie0455.png,1,8,1,7,0,14.141,10.613,0.946
robby_ball_far0195.png,1,8,1,7,0,9.911,11.040,0.877
IMG_20260512_222418~3.jpg,1,8,0,8,1,4.415,10.861,0.839
eliza_ball_line_20001.png,1,8,1,7,0,14.061,10.451,0.995
oisin_ball_robot0431.png,1,8,1,7,0,9.344,10.918,0.839
max_ball_kickoff0129.png,1,8,1,7,0,13.155,10.432,0.832
robby_rc16_ball20297.png,1,8,1,7,0,9.669,10.691,0.889
IMG_20260512_222959.jpg,1,8,1,7,0,4.444,10.683,0.877
robby_rc16_ball20306.png,1,8,1,7,0,9.923,10.747,0.850
eliza_ball_line_30100.png,2,8,2,6,0,12.838,11.781,1.070
eliza_ball_01070557.png,1,8,1,7,0,13.543,14.025,0.872
robby_ball_far0311.png,1,8,1,7,0,10.262,12.765,0.887
pip_ball_bottom_robots0036.png,1,8,1,7,0,13.958,10.382,0.847
robby_rc16_ball0292.png,1,8,1,7,0,9.749,10.591,0.845
eliza_ball_line_30108.png,2,8,2,6,0,11.436,10.696,0.873
eliza_ball_line_20013.png,1,8,1,7,0,13.974,10.717,1.066
IMG_20260512_223047.jpg,2,8,2,6,0,4.546,10.918,0.875
mA1119.png,1,8,1,7,0,8.785,10.875,0.841
bs1-62.png,0,8,0,8,0,8.536,10.821,0.847
IMG_20260512_223337~2.jpg,1,8,0,8,1,4.533,10.789,0.843
eliza_ball_line_30213.png,2,8,2,6,0,11.078,10.382,1.089
oisin_ball_robot0986.png,0,8,0,8,0,9.993,11.011,0.859
robby_ball_line0653.png,1,8,1,7,0,14.244,10.519,0.872
IMG_20260512_222458.jpg,1,8,0,8,1,4.716,10.360,0.838
ivy_ball_moving0141.png,1,8,1,7,0,12.242,10.628,0.826
IMG_20260512_222039~3.jpg,1,8,1,7,0,4.713,10.637,0.846
pip_natLight_moving_b0356.png,1,8,1,7,0,10.933,10.363,0.824
robby_ball_line0360.png,1,8,1,7,0,13.948,10.550,0.936
eobr4.png,2,8,2,6,0,9.448,10.447,0.846
eliza_ball_line_30252.png,2,8,2,6,0,10.407,12.444,0.857
eliza_ball_line_10120.png,1,8,1,7,0,13.446,11.006,0.872
alfie_lm_ball_line0425.png,1,8,1,7,0,9.675,10.454,0.850
ivy_ball_moving0006.png,1,8,1,7,0,11.899,10.477,0.834
oisin_ball_robot0561.png,1,8,0,8,1,9.684,10.460,0.844
IMG_20260512_222953~2.jpg,1,8,1,7,0,4.567,10.461,0.845
eliza_ball_01070058.png,1,8,1,7,0,13.548,10.598,0.844
eliza_ball_line_10003.png,1,8,1,7,0,12.555,10.696,0.855
IMG_20260512_223311~2.jpg,0,8,0,8,0,4.556,11.493,0.924
IMG_20260512_222957~2.jpg,1,8,1,7,0,4.871,10.609,0.876
robby_ball_far0371.png,1,8,1,7,0,10.279,10.623,0.908
alfie_lm_ball_line0049.png,1,8,1,7,0,9.409,10.836,0.843
max_ball_moving0388.png,1,8,1,7,0,10.755,10.327,0.879
pip_ball_size0166.png,1,8,1,7,0,10.980,10.548,0.874
max_ball_bottom0234.png,1,8,1,7,0,10.067,10.690,0.855
robby_ball_line0654.png,1,8,1,7,0,13.979,10.305,0.999
max_ball_bottom0042.png,1,8,1,7,0,9.306,10.710,0.847
IMG_20260512_223000~2.jpg,1,8,1,7,0,4.504,10.880,0.840
pip_natLight_moving_t0026.png,1,8,0,8,1,10.958,10.644,0.848
IMG_20260512_222115~3.jpg,1,8,1,7,0,4.492,10.775,0.841
IMG_20260512_223433~2.jpg,0,8,0,8,0,4.373,10.726,0.829
pip_ball_bottom0255.png,1,8,1,7,0,12.309,10.672,0.858
eliza_ball_line_10175.png,1,8,1,7,0,13.991,10.719,0.856
IMG_20260512_222516~3.jpg,0,8,0,8,0,4.731,10.698,0.854
max_ball_moving0187.png,0,8,0,8,0,11.074,10.673,0.889
IMG_20260512_222555.jpg,1,8,1,7,0,4.488,13.237,0.850
eliza_ball_01070052.png,1,8,1,7,0,13.660,10.834,0.842
IMG_20260512_222133.jpg,0,8,0,8,0,4.470,10.330,0.838
pip_natLight_ball_30481.png,1,8,0,8,1,9.742,10.804,0.872
eliza_ball_line_20179.png,1,8,1,7,0,14.337,10.479,0.848
max_ball_moving0394.png,0,8,0,8,0,11.078,10.524,0.899
pip_ball_size0161.png,1,8,1,7,0,10.700,10.942,0.851
robby_ball_far0185.png,1,8,1,7,0,10.120,10.500,0.862
IMG_20260512_222931~3.jpg,1,8,1,7,0,4.810,10.574,0.829
IMG_20260512_222124~2.jpg,2,8,2,6,0,4.708,10.353,0.837
max_ball_feet0276.png,1,8,1,7,0,13.971,11.065,0.859
IMG_20260512_223436.jpg,1,8,1,7,0,4.350,10.868,0.880
IMG_20260512_222436.jpg,2,8,1,7,1,4.266,10.902,0.827
ivy_ball_moving0303.png,1,8,1,7,0,12.420,10.380,0.831
max_ball_kickoff0010.png,1,8,1,7,0,10.094,11.192,0.837
eliza_ball_line_10075.png,1,8,1,7,0,12.214,11.082,0.853
bs152.png,1,8,1,7,0,9.116,10.317,0.848
IMG_20260512_222914.jpg,1,8,1,7,0,4.764,10.378,0.821
robby_rc16_ball20183.png,1,8,1,7,0,9.836,11.015,0.879
pip_ball_bottom_robots0001.png,1,8,1,7,0,13.487,10.376,0.838
IMG_20260512_223341~3.jpg,1,8,1,7,0,4.521,10.339,1.108
robby_ball_far0188.png,1,8,1,7,0,10.085,10.411,0.850
robby_ball_far0203.png,1,8,1,7,0,9.918,10.576,0.867
eliza_ball_line_20133.png,1,8,1,7,0,14.707,13.605,0.867
IMG_20260512_222443~2.jpg,1,8,1,7,0,4.796,10.526,0.915
IMG_20260512_223346.jpg,1,8,1,7,0,4.455,10.683,0.866
pip_natLight_ball_30506.png,1,8,1,7,0,9.396,10.510,0.867
IMG_20260512_222048~3.jpg,2,8,2,6,0,4.385,10.594,0.842
pip_ball_bottom0211.png,1,8,1,7,0,12.774,10.358,0.900
IMG_20260512_223416~2.jpg,1,8,1,7,0,4.354,10.266,0.819
IMG_20260512_222453.jpg,1,8,1,7,0,4.305,10.489,0.866
max_ball_kickoff0063.png,1,8,1,7,0,13.727,13.243,0.875
eobr1038.png,0,8,0,8,0,9.429,10.437,1.138
IMG_20260512_223313.jpg,1,8,1,7,0,4.577,10.373,1.107
len_goalie0439.png,1,8,1,7,0,13.935,10.825,0.852
IMG_20260512_222622.jpg,1,8,1,7,0,4.354,10.699,0.847
IMG_20260512_223325~3.jpg,1,8,1,7,0,4.416,10.662,0.851
alfie_lm_ball_line0385.png,1,8,1,7,0,10.179,10.389,0.832
IMG_20260512_223455.jpg,1,8,1,7,0,4.554,10.324,0.824
bs3-125.png,1,8,1,7,0,8.761,10.874,0.839
eliza_ball_line_50111.png,2,8,2,6,0,10.920,10.603,0.846
bs4-0.png,0,8,0,8,0,8.729,10.403,0.853
IMG_20260512_222916.jpg,2,8,2,6,0,4.581,10.369,0.831
pip_natLight_ball_30416.png,1,8,1,7,0,9.533,10.379,1.076
pip_ball_bottom0305.png,1,8,1,7,0,11.761,10.613,0.867
IMG_20260512_223327~2.jpg,1,8,1,7,0,4.555,10.514,0.854
robby_ball_far0402.png,1,8,1,7,0,10.174,10.433,0.866
pip_fp_ball0360.png,0,8,0,8,0,10.042,10.809,0.850
IMG_20260512_222601~3.jpg,2,8,2,6,0,4.456,10.543,0.867
IMG_20260512_222543~3.jpg,1,8,1,7,0,4.623,13.300,0.902
IMG_20260512_222544.jpg,1,8,1,7,0,4.483,12.745,0.849
eliza_ball_line_10163.png,1,8,1,7,0,14.033,10.560,1.135
IMG_20260512_222419.jpg,1,8,1,7,0,4.545,10.370,1.084
oisin_ball_robot0531.png,1,8,1,7,0,9.747,10.869,0.843
mA1088.png,0,8,0,8,0,9.055,10.745,0.866
eliza_ball_line_30096.png,2,8,2,6,0,12.261,10.729,0.882
eliza_ball_line_10084.png,1,8,1,7,0,12.209,10.893,0.868
pip_ball_bottom_robots0084.png,1,8,1,7,0,13.541,10.637,0.903
eliza_ball_01070208.png,1,8,1,7,0,13.480,10.690,0.852
pip_ball_size0571.png,1,8,0,8,1,10.984,10.341,1.071
IMG_20260512_223005~2.jpg,1,8,1,7,0,4.510,10.427,1.073
robby_rc16_ball20244.png,1,8,1,7,0,9.348,11.006,0.846
max_ball_moving0492.png,1,8,1,7,0,11.432,10.316,0.882
robby_rc16_ball20375.png,1,8,1,7,0,10.009,10.449,0.987
bs3-134.png,1,8,1,7,0,8.571,10.878,0.905
IMG_20260512_223005~3.jpg,1,8,1,7,0,4.498,10.820,0.847
robby_rc16_ball20431.png,1,8,1,7,0,9.639,10.689,0.852
max_ball_moving0430.png,0,8,0,8,0,10.961,10.347,0.847
eliza_ball_line_30126.png,2,8,2,6,0,11.710,11.104,0.863
max_ball_moving0371.png,1,8,1,7,0,10.744,12.183,0.888
IMG_20260512_223044.jpg,1,8,0,8,1,4.483,12.528,0.823
alfie_lm_ball_line0146.png,1,8,1,7,0,9.497,11.204,0.838
pip_natLight_moving_t0301.png,0,8,0,8,0,8.885,13.720,1.936
max_ball_moving0018.png,1,8,1,7,0,17.140,14.094,0.888
max_ball_feet0228.png,1,8,1,7,0,13.833,12.003,0.884
oisin_ball_robot0221.png,1,8,1,7,0,11.092,10.373,0.861
max_ball_moving0300.png,0,8,0,8,0,11.110,11.767,1.301
IMG_20260512_222938~3.jpg,1,8,1,7,0,4.367,11.673,0.878
bs4-369.png,1,8,1,7,0,8.713,13.449,0.860
IMG_20260512_222054~2.jpg,1,8,1,7,0,4.697,11.165,0.845
eobr804.png,2,8,1,7,1,9.262,10.614,0.917
IMG_20260512_222045~3.jpg,1,8,1,7,0,4.446,10.494,0.897
oisin_ball_robot0951.png,0,8,0,8,0,10.313,10.692,0.860
pip_ball_moving0145.png,1,8,1,7,0,14.217,10.719,1.050
IMG_20260512_223330~3.jpg,1,8,1,7,0,4.519,10.896,0.945
IMG_20260512_222950~4.jpg,1,8,1,7,0,4.536,13.515,0.839
IMG_20260512_223432~3.jpg,1,8,1,7,0,4.402,10.948,0.849
eliza_ball_line_20177.png,1,8,1,7,0,14.299,10.543,0.852
eliza_ball_line_30143.png,2,8,2,6,0,11.777,10.764,0.868
IMG_20260512_222426~3.jpg,1,8,1,7,0,4.525,10.784,0.860
eobr219.png,1,8,1,7,0,9.215,10.753,0.886
alfie_lm_ball_line0149.png,1,8,1,7,0,9.881,10.325,0.821
IMG_20260512_223024.jpg,1,8,1,7,0,4.618,10.443,0.822
IMG_20260512_222910~2.jpg,1,8,1,7,0,4.628,10.522,0.870
mA1182.png,1,8,1,7,0,9.127,10.785,0.872
len_goalie0387.png,1,8,1,7,0,14.274,13.601,1.183
max_ball_moving0498.png,1,8,1,7,0,11.334,10.961,0.889
pip_natLight_moving_b0211.png,0,8,0,8,0,10.196,10.442,0.820
max_ball_moving0274.png,0,8,0,8,0,11.103,10.570,0.891
eliza_ball_01070592.png,1,8,1,7,0,13.396,10.747,0.862
eliza_ball_line_20015.png,1,8,1,7,0,13.998,11.549,0.874
oisin_ball_robot0976.png,0,8,0,8,0,9.473,10.685,0.863
bs1-67.png,0,8,0,8,0,8.878,10.369,0.841
eliza_ball_line_30177.png,2,8,2,6,0,12.872,10.716,0.889
mA495.png,1,8,1,7,0,9.089,10.631,0.863
IMG_20260512_222620~2.jpg,1,8,1,7,0,4.501,10.621,0.831
