epoch,lr,train_total_loss,train_obj_loss,train_box_loss,train_num_pos,val_total_loss,val_obj_loss,val_box_loss,val_num_pos,val_map50,val_map5095,val_precision,val_recall,val_f1,val_mean_iou,val_center_error_px,val_center_error_px_median,val_center_error_px_p95,val_center_error_norm_diag,val_center_error_norm_diag_median,val_center_error_norm_diag_p95,val_fp_per_image,val_recall_small,val_recall_medium,val_recall_large,val_count_small,val_count_medium,val_count_large,val_best_conf_threshold,val_best_conf_precision,val_best_conf_recall,val_best_conf_f1,val_best_conf_fp_per_image
1,0.001,0.9718626424288138,0.0015144862573390875,0.19406963006044045,253.57692307692307,0.9810836474100749,0.0009443234846306344,0.19602786699930827,218.46666666666667,0.8252027034759521,0.6077723015099764,0.7824074074074074,0.7555886736214605,0.7687642153146323,0.8717877984752317,2.8920992678747726,2.0229036808013916,7.730472373962402,0.003615124084843464,0.0025286296010017394,0.009663090467453003,0.20857988165680474,0.49356223175965663,0.8654708520179372,0.9255813953488372,233,223,215,,,,,
2,0.0009998904513956854,0.8409515107289339,0.0009362982080067293,0.16800304177479866,255.7051282051282,0.9685390830039978,0.0008419105278638501,0.19353943467140197,218.8,0.8825647830963135,0.641524247545749,0.9066213921901528,0.7958271236959762,0.8476190476190477,0.8693608874908547,2.5075241681258107,1.9004757404327393,6.421178555488565,0.003134405210157263,0.002375594675540924,0.008026473194360707,0.08136094674556213,0.6351931330472103,0.8609865470852018,0.9023255813953488,233,223,215,,,,,
3,0.00099956185363438,0.79737755885491,0.0008959092874414263,0.15929633092421752,256.6666666666667,0.9313742558161417,0.0008166905997010568,0.1861115127801895,219.06666666666666,0.8782861232757568,0.6463202629238367,0.9045996592844975,0.7913561847988078,0.8441971383147855,0.8715250305761276,2.7912675451817037,2.0497241020202637,7.557618618011475,0.0034890844314771274,0.0025621551275253297,0.009447023272514343,0.08284023668639054,0.592274678111588,0.8654708520179372,0.9302325581395349,233,223,215,,,,,
4,0.0009990143508499217,0.7661887285036918,0.0008287019848536986,0.1530720048990005,255.5,0.9166820406913757,0.0007796085420219849,0.18318048616250357,219.06666666666666,0.8867149353027344,0.6580519992858171,0.917098445595855,0.7913561847988078,0.8496,0.8778810190166682,2.5445065086605747,1.9120947122573853,6.417876482009888,0.003180633135825723,0.0023901183903217316,0.00802234560251236,0.07100591715976332,0.6094420600858369,0.852017937219731,0.9255813953488372,233,223,215,,,,,
5,0.0009982481831951274,0.770369481581908,0.0008281895268457726,0.1539082578741587,256.4230769230769,0.9267271161079407,0.0007958307144387315,0.18518625696500143,219.26666666666668,0.8751080632209778,0.6540353093296289,0.9051724137931034,0.7824143070044709,0.8393285371702637,0.8776747983977908,2.403565805369899,1.8378868103027344,5.927095890045165,0.003004457256712372,0.002297358512878418,0.007408869862556457,0.08136094674556213,0.6094420600858369,0.8654708520179372,0.8837209302325582,233,223,215,,,,,
6,0.0009972636867364526,0.7579419528826689,0.0008067716157828004,0.15142703495728663,257.06410256410254,0.9057997345924378,0.0007546975878843417,0.181009005010128,219.2,0.8893638849258423,0.6594635855406523,0.9092436974789916,0.8062593144560357,0.8546603475513428,0.8741066590254496,2.6023844773993035,2.0147976875305176,6.68011999130249,0.0032529805967491253,0.002518497109413147,0.008350149989128112,0.07988165680473373,0.6394849785407726,0.8699551569506726,0.9209302325581395,233,223,215,,,,,
7,0.0009960612933065818,0.7334264509188824,0.0007830941810821876,0.1465286710896553,256.8076923076923,0.9121105988820394,0.0007291787827853113,0.18227628668149312,219.33333333333334,0.8934491872787476,0.6654655292630196,0.9384057971014492,0.7719821162444114,0.8470973017170891,0.8781366734891325,2.4940513059439344,1.7892321348190308,6.468795776367186,0.003117564132429916,0.002236540168523788,0.008085994720458982,0.05029585798816568,0.5836909871244635,0.852017937219731,0.8930232558139535,233,223,215,,,,,
8,0.0009946415303150127,0.7311774843778366,0.0007538083875074219,0.14608473426256424,256.4230769230769,0.8922853151957194,0.0007314140248733263,0.1783107822140058,219.6,0.8932065963745117,0.6650520451366901,0.9366197183098591,0.7928464977645305,0.8587570621468926,0.8775283164323721,2.47830668184206,1.8604689836502075,5.969995880126952,0.0030978833523025765,0.0023255862295627596,0.007462494850158689,0.05325443786982249,0.6094420600858369,0.8609865470852018,0.9209302325581395,233,223,215,,,,,
9,0.0009930050205167172,0.7261406015127133,0.0007527899594070056,0.14507756133874258,255.75641025641025,0.8959752082824707,0.0007419007112427304,0.17904666264851887,219.73333333333332,0.9000999927520752,0.664568899013102,0.9212328767123288,0.8017883755588674,0.857370517928287,0.8713956110761069,2.6380802181957907,1.8981205224990845,6.786744070053101,0.0032976002727447377,0.002372650653123856,0.008483430087566374,0.06804733727810651,0.6180257510729614,0.8654708520179372,0.9348837209302325,233,223,215,,,,,
10,0.00099115248173898,0.719082752863566,0.0007637638706140793,0.14366379647682875,256.34615384615387,0.9099012176195781,0.0007266544736921788,0.1818349118034045,219.66666666666666,0.9075543880462646,0.6672204434871674,0.9316239316239316,0.812220566318927,0.8678343949044586,0.8733846165718289,2.849089027599457,2.2097837924957275,6.795816707611079,0.00356136128449932,0.0027622297406196595,0.00849477088451385,0.05917159763313609,0.6523605150214592,0.8609865470852018,0.9348837209302325,233,223,215,,,,,
11,0.0009890847265665358,0.7143236154165024,0.0007338448105236659,0.1427179529116704,255.42307692307693,0.8950311303138733,0.0006800954598778238,0.17887020309766133,219.53333333333333,0.9037979245185852,0.6779558464884758,0.9308600337268128,0.8226527570789866,0.8734177215189873,0.8777695159981216,2.4943030498098526,1.8753783106803894,6.39225571155548,0.003117878812262314,0.002344222888350487,0.007990319639444349,0.060650887573964495,0.6866952789699571,0.8565022421524664,0.9348837209302325,233,223,215,,,,,
12,0.0009868026619851433,0.7082801698110043,0.0007247014735371638,0.1415110928698992,256.0897435897436,0.8900453329086304,0.0007101316237822175,0.17786703755458197,219.4,0.9062628746032715,0.6652731503359973,0.9383561643835616,0.8166915052160953,0.8733067729083666,0.8724589327173512,2.49571897141146,1.990130066871643,5.770357108116148,0.003119648714264325,0.002487662583589554,0.0072129463851451844,0.05325443786982249,0.6995708154506438,0.8609865470852018,0.8976744186046511,233,223,215,,,,,
13,0.000984307288983751,0.7199652126202216,0.0007499759921278709,0.14384304789396432,255.98717948717947,0.8788762410481771,0.0006883237103465945,0.1756375789642334,219.6,0.894280195236206,0.6678363543003798,0.9225473321858864,0.7988077496274217,0.8562300319488818,0.8782782812616718,2.4996475258480704,1.9161287546157837,6.325497627258301,0.0031245594073100865,0.0023951609432697296,0.007906872034072875,0.06656804733727811,0.6223175965665236,0.8565022421524664,0.9302325581395349,233,223,215,,,,,
14,0.0009815997021154301,0.6995691733482556,0.0007184411485631687,0.13977014665038157,256.3974358974359,0.8887998779614766,0.0006860832218080759,0.17762276033560434,219.4,0.9092937707901001,0.6768195893615484,0.9414802065404475,0.8152011922503726,0.8738019169329073,0.8763192772211497,2.633561788845324,1.9409295320510864,6.501453399658202,0.0032919522360566533,0.002426161915063858,0.008126816749572753,0.05029585798816568,0.648068669527897,0.8609865470852018,0.9488372093023256,233,223,215,,,,,
15,0.0009786810890172674,0.7090885608624189,0.0007204113853498338,0.14167363005570877,255.07692307692307,0.897964600721995,0.0006879078942195823,0.17945534139871597,219.53333333333333,0.8958607316017151,0.6565982721745968,0.9380378657487092,0.812220566318927,0.8706070287539937,0.8715290530012288,2.6216209104370085,1.9140328168869019,6.286891174316393,0.00327702613804626,0.002392541021108627,0.007858613967895492,0.05325443786982249,0.6523605150214592,0.8609865470852018,0.9348837209302325,233,223,215,,,,,
16,0.0009755527298894293,0.7000836111032046,0.0007077583510321206,0.13987517051207712,256.34615384615387,0.8841566443443298,0.0006622053682804107,0.17669888933499653,219.46666666666667,0.9055079817771912,0.6649886796250939,0.930976430976431,0.8241430700447094,0.874308300395257,0.8727884160028013,2.621293756107094,1.937018871307373,5.984015941619871,0.0032766171951338686,0.0024212735891342165,0.00748001992702484,0.060650887573964495,0.6824034334763949,0.8654708520179372,0.9348837209302325,233,223,215,,,,,
17,0.0009722159969336218,0.6958069854821914,0.0007115642749853671,0.13901908409136993,256.70512820512823,0.8708721160888672,0.00064788629533723,0.17404484748840332,219.86666666666667,0.9153915047645569,0.6884627629071474,0.9478114478114478,0.8390461997019374,0.8901185770750989,0.8803035644400818,2.3455469703788125,1.6951113939285278,5.739216470718383,0.002931933712973514,0.00211888924241066,0.007174020588397979,0.04585798816568047,0.7381974248927039,0.8565022421524664,0.9302325581395349,233,223,215,,,,,
