image,n_gt,n_pred,tp,fp,fn,pre_ms,infer_ms,post_ms
robby_ball_far0657.png,1,8,1,7,0,21.477,11.676,1.308
pip_ball_size0116.png,1,8,0,8,1,17.280,10.163,1.176
max_ball_feet0186.png,1,8,1,7,0,20.350,8.917,1.154
IMG_20260512_223335.jpg,1,8,1,7,0,10.436,9.342,1.192
max_ball_moving0064.png,1,8,1,7,0,17.499,8.647,1.050
robby_ball_far0633.png,1,8,1,7,0,16.511,9.200,1.058
oisin_ball_robot0941.png,0,8,0,8,0,15.681,8.843,1.040
eliza_ball_line_50083.png,2,8,1,7,1,17.596,8.736,1.096
bs4-328.png,0,8,0,8,0,14.094,8.879,0.987
IMG_20260512_223027~2.jpg,2,8,1,7,1,8.136,8.712,1.014
IMG_20260512_223347~3.jpg,1,8,1,7,0,8.559,8.745,1.015
robby_ball_far0267.png,1,8,1,7,0,16.385,9.049,1.033
robby_rc16_ball0060.png,1,8,1,7,0,15.872,8.926,1.012
max_ball_moving0464.png,1,8,1,7,0,17.739,8.882,1.019
alfie_lm_ball_line0423.png,1,8,1,7,0,15.946,8.785,1.028
eliza_ball_line_50069.png,2,8,2,6,0,17.251,8.802,1.006
robby_rc16_ball20214.png,0,8,0,8,0,16.194,8.744,1.001
max_ball_bottom0232.png,1,8,1,7,0,16.324,8.774,0.987
eobr228.png,1,8,0,8,1,15.054,8.772,1.029
IMG_20260512_223456~3.jpg,2,8,2,6,0,7.992,8.735,0.994
max_ball_moving0257.png,1,8,1,7,0,17.189,8.665,1.023
oisin_ball_robot0491.png,2,8,2,6,0,17.286,8.826,1.026
len_goalie0193.png,1,8,1,7,0,19.860,8.781,1.006
IMG_20260512_223457.jpg,2,8,2,6,0,8.120,8.787,0.986
eliza_ball_line_10186.png,1,8,1,7,0,19.736,8.709,1.014
IMG_20260512_223325.jpg,1,8,1,7,0,8.424,8.818,1.040
robby_ball_far0414.png,1,8,1,7,0,16.188,8.957,0.998
IMG_20260512_223333.jpg,0,8,0,8,0,8.412,8.767,1.019
IMG_20260512_223430~2.jpg,2,8,2,6,0,8.224,8.704,1.020
eliza_ball_line_30187.png,2,8,2,6,0,17.824,8.889,1.029
eliza_ball_line_30227.png,2,8,2,6,0,17.566,8.996,1.033
max_ball_feet0279.png,1,8,1,7,0,20.056,8.786,1.119
len_goalie0449.png,1,8,1,7,0,20.101,8.934,1.011
pip_ball_bottom0059.png,1,8,1,7,0,19.184,8.828,1.027
IMG_20260512_222114.jpg,1,8,1,7,0,8.404,8.912,1.020
pip_natLight_moving_t0591.png,1,8,1,7,0,14.800,9.090,1.008
alfie_lm_ball_line0499.png,1,8,1,7,0,16.115,9.052,1.155
robby_ball_far0234.png,1,8,1,7,0,16.405,8.953,1.028
robby_ball_line0233.png,1,8,1,7,0,20.298,8.784,0.992
IMG_20260512_223046.jpg,1,8,1,7,0,8.365,8.675,1.019
eliza_ball_line_30015.png,1,8,1,7,0,17.204,8.996,1.029
IMG_20260512_223439.jpg,1,8,1,7,0,8.168,9.048,1.031
IMG_20260512_223451~2.jpg,2,8,2,6,0,8.136,9.093,1.042
ivy_ball_moving0174.png,1,8,1,7,0,16.888,9.104,1.001
alfie_lm_ball_line0435.png,1,8,1,7,0,14.145,8.816,1.109
pip_natLight_moving_t0551.png,0,8,0,8,0,12.765,8.977,1.021
max_ball_moving0415.png,0,8,0,8,0,14.933,8.974,1.011
IMG_20260512_222936~2.jpg,1,8,1,7,0,6.711,8.813,1.117
eliza_ball_line_30048.png,1,8,1,7,0,15.431,8.935,1.016
IMG_20260512_222611.jpg,1,8,1,7,0,6.676,8.945,0.996
pip_ball_bottom0245.png,1,8,1,7,0,16.949,8.988,1.016
max_ball_bottom0316.png,1,8,1,7,0,14.710,8.894,1.023
IMG_20260512_222122~2.jpg,1,8,1,7,0,6.792,8.794,0.993
eliza_ball_line_30155.png,2,8,2,6,0,16.652,8.897,1.010
pip_fp_ball0377.png,0,8,0,8,0,13.947,8.957,0.986
max_ball_feet0310.png,1,8,1,7,0,19.233,8.807,0.998
robby_ball_far0359.png,1,8,1,7,0,14.544,8.997,1.019
len_goalie0438.png,1,8,1,7,0,19.098,8.827,1.008
robby_ball_line0563.png,1,8,1,7,0,19.366,8.787,1.068
IMG_20260512_222120~2.jpg,1,8,1,7,0,6.701,8.793,1.063
alfie_lm_ball_line0477.png,1,8,1,7,0,14.349,8.946,1.005
pip_natLight_ball_30511.png,1,8,1,7,0,13.744,8.838,1.070
eliza_ball_line_30092.png,2,8,1,7,1,16.514,8.914,1.031
bs413.png,1,8,1,7,0,12.523,8.897,0.988
len_goalie0472.png,1,8,1,7,0,19.255,8.912,1.017
bs4-319.png,0,8,0,8,0,12.536,8.900,0.971
IMG_20260512_222558~3.jpg,2,8,0,8,2,6.593,8.974,0.994
IMG_20260512_222507.jpg,1,8,0,8,1,6.820,8.878,1.003
pip_natLight_ball_10301.png,0,8,0,8,0,14.530,9.073,1.003
alfie_lm_ball_line0306.png,1,8,1,7,0,13.985,9.006,1.029
IMG_20260512_223009~2.jpg,1,8,1,7,0,6.657,8.905,1.017
mA369.png,1,8,1,7,0,13.023,8.944,1.007
IMG_20260512_222932.jpg,1,8,1,7,0,6.881,8.839,0.994
bs4-337.png,0,8,0,8,0,12.492,8.929,0.979
alfie_lm_ball_line0279.png,1,8,1,7,0,13.526,8.836,1.003
max_ball_feet0306.png,1,8,1,7,0,18.841,8.969,1.018
max_ball_kickoff0091.png,1,8,1,7,0,18.825,8.904,1.023
IMG_20260512_223021~3.jpg,2,8,1,7,1,6.511,8.950,1.032
IMG_20260512_223431~2.jpg,2,8,2,6,0,6.295,8.954,1.005
IMG_20260512_222928.jpg,1,8,1,7,0,6.522,8.951,1.015
robby_ball_far0527.png,0,8,0,8,0,14.540,8.819,1.156
robby_ball_line0224.png,1,8,1,7,0,19.125,8.868,0.986
